Latitude,Longitude,Occurrence_Location,Coastal_State_Affected,Weather,Wind_Force,Sea_State,Visibility,Natural_Light,Short_Description,Description,Main_Event_L1,Severity
51.6644,-5.1915,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,6 - Strong Breeze - knot (22-27) m/s (11-14),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A pilot vessel collided with an oil chemicals tanker whilst embarking the pilot.,"A pilot vessel collided with an oil chemical tanker whilst embarking a pilot onto the tanker. There was no or insignificant damage to the tanker and no pollution or injuries. The pilot boat sustained damage to it's stern bits in the form of cracked paint on the base of the bit, some sharp burs on the top of the bits which were sanded off and then repainted. The sea conditions were moderate with a strong breeze at the time of the incident. ",Collision,2
51.6655,-5.1919,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,5 - Fresh Breeze - knot (17-21) m/s (9-11),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A crude oil tanker had an inadequate pilot ladder arrangement.,A crude oil tanker had an inadequate pilot ladder arrangement due to the fact that the ladder was in poor condition. The side ropes were stretched and the steps were not horizontal. ,Damage / Loss Of Equipment,5
50.689,-0.9265,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Twilight,A container vessel had an inadequate pilot ladder arrangement.,A container vessel had an inadequate pilot ladder arrangement. The vessel was using a combination ladder however the lower platform of the accommodation ladder was too low down and the steps of the accommodation ladder were at a greater angle than 45 degrees. ,Damage / Loss Of Equipment,5
53.505,-3.1883,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A general cargo vessel had an inadequate pilot ladder arrangement.,A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that the steps were obstructed by the rubbing strake on the hull of the vessel. ,Damage / Loss Of Equipment,5
51.9276,1.308,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A general cargo vessel had an inadequate pilot ladder arrangement.,"A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that the ladder was not rigged at the correct hight, it was too long and almost touching the water.",Damage / Loss Of Equipment,5
51.9279,1.3076,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Unknown,Daylight,A general cargo vessel had an inadequate pilot ladder arrangement.,A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that the stanchions were loose. ,Damage / Loss Of Equipment,5
55.7439,-5.6547,Coastal waters <= 12 nm,UNITED KINGDOM,Rain,4 - Moderate Breeze - knot (11-16) m/s (6-8),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A ro-pax vessel crew member slipped and sustained internal injuries.,The crew of a ro-pax vessel were working in the void space for the clam doors to clean up a hydraulic oil spill when one crew member slipped on the combination of hydraulic oil and degreaser and fell to the deck. They stopped work and were given first aid on board in the form of pain relief. However the injury did not improve and the crewmember disembarked and attended a local hospital where it was reported that they had sustained bruised kidneys and back muscles. They were advised to return home and attend their local GP practice. The cause of the incident was reported to be the crew member potentially underestimating the slipperiness of the deck after the hydraulic oil and degreaser were combined. ,Accident to person(s),4
27.405,-142.503333,Open sea -> Outside EEZ,None/Register withdrawn,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,"A cruise ship passenger tripped on a sun lounger, falling to the deck and fracturing their wrist.","A cruise ship passenger was walking in an open deck area when their foot struck the leg of a sun lounger and they fell to the deck. In order to break their fall, they put their wrists out and sustained one fractured wrist and a laceration to the bridge of their nose. The area was inspected and was found to be dry and without defects. The cause of the fall was attributed to lack of care on the part of the passenger. ",Accident to person(s),3
51.48945,0.9329,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A ro-ro cargo vessel had an inadequate pilot ladder arrangement.,A ro-ro cargo vessel had an inadequate pilot ladder arrangement. The weight of the ladder was taken on the spreader and the side ropes were not properly secured. The tripping/retrieval line was also rigged in a way that obstructed the ladder. ,Damage / Loss Of Equipment,4
55.3853,-1.6055,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Night,A search and rescue vessel was on a training exercise and experienced propulsion failure.,"A search and rescue vessel was engaged in a training exercise when it experienced propulsion failure due to a faulty gearbox. The vessel was towed back to port by another search and rescue vessel. There were no damages, injuries or pollution. ",Loss Of Control,3
55.022883,-1.32905,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,An offshore supply vessel had an inadequate pilot ladder arrangement.,An offshore supply vessel had an inadequate pilot ladder arrangement due to the fact that the ladder was not correctly secured. There were no suitable securing points on the deck to make the ladder fast to. The tail ends of the ladder side ropes were wrapped around a vent along with the steps resting on metal steps inside the bulwark. ,Damage / Loss Of Equipment,5
56.7035,-2.0508,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,5 - Fresh Breeze - knot (17-21) m/s (9-11),3 - Slight - (0.5 - 1.25 m),Very good - Vis >= 25.0 nm,Daylight,An offshore support vessel gangway suddenly dropped during testing.,"An offshore support vessel was carrying out testing on a new gangway arrangement that was crane operated from the bridge, During the testing, the gangway continued to fail parameter tests and at one point suddenly dropped downwards and the emergency stop did not respond to prevent it. There was no one using the gangway at the time of the incident and there were no damages, injuries or pollution. ",Damage / Loss Of Equipment,4
60.666667,-0.337333,Open sea -> Within EEZ,None/Register withdrawn,Unknown,7 - Near Gale - knot (28-33) m/s (14-17),5 - Rough - (2.5 - 4 m),Unknown,Daylight,Fishing vessel crew member injured hand after getting caught when hauling gear resulting in near amputation to finger,"A male crew member was hauling gear when he caught his hand, which injured his finger. This resulted in the knuckle downwards which was affected and the finger was still attached. The crew member was taken off the vessel with a rescue helicopter and then took him to a local hospital for further treatment",Accident to person(s),2
56.473267,2.189433,Open sea -> Within EEZ,None/Register withdrawn,Unknown,3 - Gentle Breeze - knot (7-10) m/s (4-5),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Offshore vessel FRC crew member's hand and fingers were crushed by a winch when a crew member replaced a fouled starboard davit winch wire,"After the launch of FRC  from port davit, the starboard davit winch wire had become fouled. The crew was tasked to wind off fouled wire and re-site on the winch. Davit was started, and a crew member took hold of the wire to pull off and asked for slack. Instead of slacking the wire the davit operator heaved and pulled a crew member's hand into a winch.  The crew member received a crush injury to their right hand and three fingers. They were taken off the vessel and taken to the hospital for treatment",Accident to person(s),3
50.7493,-1.5203,Inland waters -> River,UNITED KINGDOM,Rain,5 - Fresh Breeze - knot (17-21) m/s (9-11),4 - Moderate - (1.25 - 2.5 m),Moderate - 2.0 <=Vis < 5.0 nm,Night,Ro-pax ferry collided with an unmanned historical yacht after getting caught by a squall resulting in minor damage to the yacht,"The vessel was inbound to a port, and the Master was on on the wheel, in darkness and rain with westerly winds, 15 knots gusting 25 knots. The turn was made around and the course steadied on inbound leads, shortly after course was altered to port to bring the ship over for the turn into anticipating a drift due to westerly winds. A crew member reported at 15ft off the port and the rate of turn was slowed. The wind had shifted whilst transiting the river to the North West at 20 knots and was now on the starboard side of the vessel, and this had not been initially appreciated by the Master. The lookout reported the vessel was very close to the moored yachts and both fwd and aft voith units were set to thrust away from the yachts at 40%. This had the effect of moving the bow off but closing the stern towards the moorings, and the yacht was observed making alight-glancing contact with the vessel. The remainder of the passage continued without further incident. No damage was confirmed on the ro-pax ferry, nor any pollution however, there was minor damage to the shroud and hull scuff marks. No pollution. It is likely that the Master thought a squall had passed so he went down from four engines to two. Another squall appeared fairly rapidly whilst the vessel was in a river and the slight delay in getting more power on resulted in the the glancing contact. ",Collision,1
50.384,-3.594,Inland waters -> River,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,2 - Smooth - (0.1 - 0.5 m),Unknown,Daylight,Recreational craft grounded resulting in no damages.,Recreational craft was routing near low water when it caught the sand bank and was hard aground. The vessel was towed out to deeper water resulting in no damage.,Grounding / Stranding,3
55.9925,-4.941833,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),2 - Smooth - (0.1 - 0.5 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,"Sailing vessel ran aground however, no damage was reported.",Sailing vessel's crew was motoring around looking for a location to anchor when it ran aground on soft mud. No damage was reported. ,Grounding / Stranding,3
51.127217,-4.538617,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Fishing vessels crew member got hit by a lobster pot resulting in a head injury, Fishing vessels crew member got struck by a lobster pot resulting in a cut to the forehead and a possible concussion. ,Accident to person(s),3
-17.496667,-149.858333,Coastal waters <= 12 nm,FRENCH POLYNESIA,Rain,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,Cruise ship's passenger tripped and fractured their arm.,Cruise ship's passenger slipped while walking and fell forwards onto their right side. This resulted in a fractured forearm. No defects found in the area. ,Accident to person(s),3
-32.781667,152.656667,Open sea -> Outside EEZ,None/Register withdrawn,Clear,6 - Strong Breeze - knot (22-27) m/s (11-14),5 - Rough - (2.5 - 4 m),Very good - Vis >= 25.0 nm,Daylight,Cruise ship's passenger was playing basketball when they fell and fractured their wrist.,Cruise ship's passenger was playing basketball when they moved forward with the ball and ran into another player. This resulted in the passenger falling and sustaining a fractured wrist. No defects were found in the area. ,Accident to person(s),3
50.101667,-3.791667,Coastal waters <= 12 nm,UNITED KINGDOM,Overcast,7 - Near Gale - knot (28-33) m/s (14-17),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,Cruise ship's passenger fell and sustained a fractured spine.,"Cruise ship's passenger fell backwards due to the ships movement and sustained a fracture to the spine however, no surgery is required. ",Accident to person(s),3
52.43935,1.802283,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Crew transfer vessel suffered a fire in the engine room resulting in no damage.,Crew transfer vessel suffered an engine fire as a result of a faulty turbo. A crew member saw small flames on top of the outboard turbo on the outboard engine and switched both port engines off. They then activated the emergency ventilation shut off and the fire extinguishing system for the engine room. There was no indication of fire re-igniting and no injuries/damage was reported. ,Fire / Explosion,3
55.7868,-4.8982,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),3 - Slight - (0.5 - 1.25 m),Very good - Vis >= 25.0 nm,Daylight,Ro-Ro passenger vessel suffered a fire resulting in minor damage.,"Ro-Ro passenger vessel's fire alarm system activated, indicating an issue with the aft generator. The crew investigated and saw smoke coming from the alternator on the aft generator. They used a CO2 extinguisher to put out the fire. As engineers worked to change over generators, the fire re-ignited and the crew member in attendance used a foam extinguisher. There was minor smoke damage, damage to alternator and possibly the wiring on the aft generator. ",Fire / Explosion,3
38.663333,-13.318333,Open sea -> Within EEZ,None/Register withdrawn,Overcast,4 - Moderate Breeze - knot (11-16) m/s (6-8),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Cruise ship's passenger slipped resulting in a shoulder dislocation.,"Cruise ship's passenger slipped on wet surface and fell, resulting in a dislocated shoulder. No defects found. ",Accident to person(s),3
-16.436667,-161.338333,Open sea -> Outside EEZ,None/Register withdrawn,Overcast,4 - Moderate Breeze - knot (11-16) m/s (6-8),3 - Slight - (0.5 - 1.25 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,Cruise ship's passenger slipper and sustained a fractured shoulder.,Cruise ship's passenger tripped over their foot and fell resulting in a fractured shoulder. No defects were found in the area. ,Accident to person(s),3
51.4895,0.176,Inland waters -> River,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Crude oil tanker's pilot ladder did not conform to SOLAS regulations.,Crude oil tanker's magnet securing the pilot ladder to ships hull above the accommodation ladder detached from hull so the pilot ladder moved excessively. Magnet reattached for disembarkation but the same issue happened again. ,Damage / Loss Of Equipment,5
53.593667,1.260667,Open sea -> Within EEZ,None/Register withdrawn,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Fishing vessels crew member sustained a head injury after being hit by a pot.,Fishing vessel was hauling gear when its crew member got hit in the head by a pot resulting with an intracranial injury. The casualty sustained a lump on the side of the head which followed with pain and nausea. ,Accident to person(s),3
56.742,8.0937,Coastal waters <= 12 nm,DENMARK,Clear,6 - Strong Breeze - knot (22-27) m/s (11-14),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A general cargo vessel and a products tanker collided.,A general cargo vessel made contact with the stern of a product tanker resulting in minor damage to the starboard quarter of the product tanker in the form of dents and small holes above the waterline. The general cargo vessel sustained damage to bulwarks and railings on the port side on the main deck that were bent. ,Collision,3
22.093333,-145.643333,Open sea -> Outside EEZ,None/Register withdrawn,Overcast,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Night,A cruise ship crewmember fell from the ladder of a bunkbed and fractured their arm.,"A cruise ship crewmember was climbing down from their bunk when the hook for the ladder broke, causing them to fall to the deck below and fracture a limb. The cause of the accident was attributed to the hook of the ladder broken, which was later repaired. The crew member signed off due to their injury. ",Accident to person(s),3
50.6619,-1.5935,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),4 - Moderate - (1.25 - 2.5 m),Very good - Vis >= 25.0 nm,Daylight,A sail training vessel grounded on a submerged wreck and was undamaged.,"A sail training vessel grounded on a submerged wreck. The crew were navigating the vessel near the coast as it was a land mark however the crew underestimated the effect of the tide and the vessel drifted onto a submerged wreck. The crew felt the contact however the vessel did not become stuck and was able to make its way to port. There were no injuries, damage or pollution. ",Grounding / Stranding,3
42.341667,-9.806667,Open sea -> Within EEZ,None/Register withdrawn,Clear,7 - Near Gale - knot (28-33) m/s (14-17),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Cruise ship's passenger fell down the stairs and sustained neck and head injuries resulting in loss of life.,"Cruise ship's passenger was walking up the stairs when they appeared to be unsteady on their feet. As a result they fell backwards down the stairs and sustained a head and neck injury. The casualty was disembarked for further medical attention however, the injuries sustained resulted in loss of life. ",Accident to person(s),1
36.166667,-4.986667,Coastal waters <= 12 nm,SPAIN,Overcast,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Night,Cruise ship's crew member caught their foot on a stage lift resulting in fractured toes.,Cruise ship's crew member was working in the stage pit in the theatre when their foot got caught on the wood that is used to clad the stage lift. The lift was descending and the foot got caught in the edge resulting in fractured toes. ,Accident to person(s),3
26.7703,127.7696,Coastal waters <= 12 nm,JAPAN,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cruise ship's passenger tripped and sustained a fractured leg.,Cruise ship's passenger was walking down the stairs when they slipped and twisted their foot resulting in a fractured leg. ,Accident to person(s),3
51.5128,3.4008,Coastal waters <= 12 nm,NETHERLANDS,Overcast,7 - Near Gale - knot (28-33) m/s (14-17),5 - Rough - (2.5 - 4 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Fishing vessels crew member suffered a head injury after a stanchion fell from its stowage.,"Fishing vessel's crew member sustained a head injury during preparations to receive fish boxes into the hold. An aluminium metal stanchion fell from its stowage and impacted the crew members head, causing an 8cm wound requiring stitches and temporary impact shock effects to the neck and jawline. ",Accident to person(s),4
63.937533,2.826567,Open sea -> Within EEZ,None/Register withdrawn,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,Fishing vessel crew member was tightening hoppers when their finger was crushed.,A fishing vessel crewmember was helping another crewmember to tighten hoppers when they got their finger trapped between a handlebar and a fixed structure. This squashed their left hand middle finger causing the nail to fall off and the finger to bleed. The crewmember was taken from deck straight away and was taken to hospital berth and given first aid. The crew then sought radio medical advice and were told that the crewmember should go ashore for further treatement.,Accident to person(s),4
50.768467,-0.923667,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,8 - Gale - knot (34-40) m/s (17-21),6 - Very rough - (4.0 - 6.0 m),Unknown,Night,14 dinghies with children onboard capsized during sailing course after getting caught in a squall,14 sailing dinghies with one person on each with children got into difficulties after getting caught in a squall during a sailing course with the assistance of a rescue helicopter and lifeboats. All children were accounted for and taken ashore. No injuries were confirmed to any of the children ,Capsizing / Listing,1
50.772233,-1.175433,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A recreation motor vessel with two crew onboard capsized after getting swamped by waves,"A recreational motor vessel was anchored with two crew onboard, as they were preparing to leave a wave capsized the vessel with the two crew entering the water, both crew were wearing lifejackets. A passing vessel recovered the two crew who had been in the water for about ten minutes and were found to be very cold. Both crew were transferred to a search and rescue (SAR) vessel that had been tasked. Once ashore the crew were passed into the care of the ambulance service. The motor vessel was recovered and returned to shore.",Capsizing / Listing,1
55.007417,-1.403483,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,Proceed to berth without any further issues close quarters between a guard vessel and a chemical tanker resulting in no damage to either vessels,"A guard vessel was observed acting erratically outwards from a fish quay, by a pilot onboard a tanker after being in the correct position to proceed out. The tanker sounded whistle rapid blasts engine astern prepared to drop anchors, used a bow thruster, and used engines/rudder, to maintain heading without going out the channel. the pilot then observed the vessel slowly clearing to the south, proceeding ahead to maintain the heading and pass safely from port to port.",Collision,4
-29.652,174.507,Open sea -> Outside EEZ,None/Register withdrawn,Clear,6 - Strong Breeze - knot (22-27) m/s (11-14),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Cruise ship passenger jumped into the swimming pool resulting in a fractured ankle,A cruise ship passenger had entered a pool without using a ladder despite a sign instructing them to do so and hit the bottom of the pool which resulted in a fracture of their right ankle.,Accident to person(s),3
41.468333,-144.145,Open sea -> Outside EEZ,None/Register withdrawn,Rain,6 - Strong Breeze - knot (22-27) m/s (11-14),5 - Rough - (2.5 - 4 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A container vessel experienced a fire in a cabin.,"A container vessel experienced a fire in one of the crew cabins on board. The fire alarm was triggered and the crew enacted fire fighting procedures and the fire was quickly extinguished. The crew investigated the area of the cabin after it was safe to enter and found that a fault on one of the deckhead lights that likely lead to the fire. There was minor damage to the cabin including melting on the light and electrical fittings and smoke and heat damage to the deck head panels. However there was no material damage, injuries or pollution as a result. ",Fire / Explosion,3
57.4905,-1.772833,Coastal waters <= 12 nm,UNITED KINGDOM,Overcast,7 - Near Gale - knot (28-33) m/s (14-17),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A research vessel made contact with the jetty whilst performing compass adjustments.,A research vessel was carrying out a swing for compass calibration when the engine experienced propulsion failure. The vessel then drifted onto the nearby tanker jetty causing damage to the jetty and minor damage to the vessel. The cause of the contact was attributed to the propulsion failure. The propulsion failure was reportedly cause by a faulty actuator related to the clutch and telegraph for the main engine. The faulty actuator was replaced and the vessel was able to resume normal service. ,Contact,3
51.829,0.9744,Coastal waters <= 12 nm,UNITED KINGDOM,Rain,5 - Fresh Breeze - knot (17-21) m/s (9-11),4 - Moderate - (1.25 - 2.5 m),Moderate - 2.0 <=Vis < 5.0 nm,Night,A sailing vessel with one person on board ran aground and the person was rescued.,A sailing vessel ran aground on a mud bank with one person on board. The person was airlifted from the vessel by emergency services but the rescue was delayed by the bad weather in the area. ,Grounding / Stranding,3
51.9449,1.3049,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship pilot Ladder was not rigged per current SOLAS regulations,Cargo ship pilot Ladder was not rigged per current SOLAS regulations. A heaving line was not ready for immediate use and the embarkation was not supervised by a responsible officer. ,Damage / Loss Of Equipment,6
56.1124,-2.8903,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Research ship pilot ladder was not rigged per current SOLAS regulations.,Research ship pilot ladder was not rigged per current SOLAS regulations. The ladder was secured by shackles. ,Damage / Loss Of Equipment,6
51.4982,0.7672,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship pilot ladder construction did not meet current SOLAS standards,Cargo ship pilot ladder construction did not meet current SOLAS standards as one of the rubber steps was damaged. ,Damage / Loss Of Equipment,6
53.56,0.108,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship pilot ladder was not rigged per current SOLAS regulations,Cargo ship pilot ladder was not rigged per current SOLAS regulations due to the fact that the ladder was secured to the vessel handrails. ,Damage / Loss Of Equipment,6
51.5179,0.7077,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship pilot ladder was not rigged per current SOLAS regulations,Cargo ship pilot ladder was not rigged per current SOLAS regulations because the ladder was secured using just the hydraulic reel and no ropes. ,Damage / Loss Of Equipment,6
51.9224,1.3312,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Chemical tanker pilot ladder construction did not meet current SOLAS standards,Chemical tanker pilot ladder construction did not meet current SOLAS standards due to the fact that the gap between the stanchion and railings was too small to wrap fingers around for a firm grip. ,Damage / Loss Of Equipment,6
51.4974,0.7654,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Chemical tanker pilot ladder was not rigged per current SOLAS regulations,Chemical tanker pilot ladder was not rigged per current SOLAS regulations.   Entire weight was on spreader. Crew instructed to re-rig which was greeted by confusion.  ,Damage / Loss Of Equipment,6
8.633333,55.125,Open sea -> Outside EEZ,None/Register withdrawn,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A ro-ro cargo ship crew member fell and sustained a sprained wrist.,"A ro-ro cargo vessel crew member was cleaning in the forward rope store when they attempted to grab hold of a stringer to assist them in repositioning. However, there was a piece of wood on top of the stringer that the crewmember didn't see when grabbing it, and it shifted as they put their weight on it causing them to fall and sustain bruising to their back and a sprained wrist, requiring more than three days off work to heal. The fall was approximately 1.5m. There were no damages or pollution. ",Accident to person(s),4
38.96,-10.105,Open sea -> Outside EEZ,None/Register withdrawn,Rain,5 - Fresh Breeze - knot (17-21) m/s (9-11),5 - Rough - (2.5 - 4 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,A cruise ship crewmember fell from the ladder of their bunkbed and fractured their foot.,"A cruise ship vessel crewmember fell from the ladder of their bunk bed and sustained a fracture to their foot. They were climbing down the ladder and tried to step onto a table with their left foot. Their foot slipped on the table and they fell to the deck, resulting in the injury. The incident was reported to be due to the improper use of the bunk bed ladder. There were no damages or pollution.",Accident to person(s),3
23.955,-146.8383,Open sea -> Outside EEZ,None/Register withdrawn,Overcast,2 - Light Breeze - knot (4-6) m/s (2-3),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Night,"A cruise ship passenger slipped, sustaining a fractured ankle.","A cruise ship passenger was entering the bathroom in their cabin when they stepped on the metal threshold with their foot and slipped. They managed to prevent their fall by grabbing the wash basin table and the bathtub, however their foot bent back causing a fracture. The scene of the accident was inspected and no obvious defects were found. There were no damages or pollution. ",Accident to person(s),3
48.168333,-5.401667,Open sea -> Outside EEZ,None/Register withdrawn,Clear,8 - Gale - knot (34-40) m/s (17-21),6 - Very rough - (4.0 - 6.0 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A cruise ship passenger fell and banged their head and fractured the neck of thier femur.,A cruise ship passenger fell in their cabin bathroom during heavy weather and sustained a fracture to the neck of their femur and a contusion on their head. The incident was attributed to the poor weather conditions causing the vessel to roll and pitch heavily at the time of the incident. The master of the vessel made regular announcements regarding the expected bad weather and the stabilizers were deployed throughout the crossing. ,Accident to person(s),3
50.865,1.236,Coastal waters <= 12 nm,UNITED KINGDOM,Rain,5 - Fresh Breeze - knot (17-21) m/s (9-11),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,A fishing vessel was involved in a close quarters situation after altering ahead of a general cargo vessel.,"A fishing vessel towing gear was in a traffic lane when they altered course to cross the bow of a general cargo vessel using the traffic lane resulting in a near miss collision with a closest point of approach (CPA) of 0.1nm and a time to closest point of approach (TCPA) of 2 minutes. The vessels passed one another at a distance of 0.2nm or approximately 370m. The fishing vessel turned northwards across the bow of the general cargo vessel that was heading in a westerly direction. The general cargo vessel had to alter towards the south to pass the stern of the fishing vessel. There were no injuries, damage or pollution. However, the fishing vessel appeared to be in contravention of rule 10 of the collision regulations. ",Collision,3
44.033333,-8.733333,Open sea -> Within EEZ,None/Register withdrawn,Overcast,11 - Violent Storm - knot (56-63) m/s (29-32),8 - Very High - (9.0 - 14.0 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,"See MAIB investigation report, when available","See MAIB investigation report, when available",Loss Of Control,6
50.313817,-4.03155,Inland waters -> River,UNITED KINGDOM,Rain,4 - Moderate Breeze - knot (11-16) m/s (6-8),2 - Smooth - (0.1 - 0.5 m),Very good - Vis >= 25.0 nm,Daylight,A row boat crew member fell overboard and drowned when the boat capsized.,A skipper of a small row boat drowned after the row boat capsized shortly after they stepped onto it. They became trapped under the boat and when they got free they attempted to swim to safety but lost their life. They were recovered from the water and CPR was commenced but they didn't regain consciousness. The row boat was unstable due to excess water inside from rainfall. ,Capsizing / Listing,1
53.5049,-3.1879,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A ro-pax vessel had an inadequate pilot ladder arrangement.,"A ro-pax vessel had an inadequate pilot ladder arrangement due to the fact that it was secured using shackles, not ropes. ",Damage / Loss Of Equipment,5
51.8719,1.621,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,3 - Slight - (0.5 - 1.25 m),Unknown,Night,A container vessel had an inadequate pilot ladder arrangement.,A container vessel had an inadequate pilot ladder because the crew rigged a combination ladder when the freeboard was less than 9m and the swell at the time meant that the distance below the bottom platform of the pilot slant was at times less than 5m which caused an obstruction to the pilot vessel. Also the loose ladder passed through a trapdoor arrangement which impeded the continuous hand holds for the pilot. ,Damage / Loss Of Equipment,5
51.8974,1.6414,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A container vessel had an inadequate pilot ladder arrangement.,A container vessel had an inadequate pilot ladder arrangement because the pilot ladder was secured using a deck tongue and a metal bar across the side ropes. The correct way to secure the ladder is with rolling hitches tied to the side ropes and secured to strong points on the deck. ,Damage / Loss Of Equipment,3
